"ID","Taxon","Observer","Source","Date","County","Location Quality","Latitude","Longitude","Location Description","Accuracy: Square Meters","Plant","Phenology","Phenology Code"
"io95300","Centromadia pungens ssp. pungens","Ramona Robison","","2023-06-27","Sonoma","medium","38.22005","-122.59866","","20611","Centromadia pungens ssp. pungens","",""
"jgr1438","Centromadia pungens ssp. pungens","Jeff Greenhouse","","1990-04-29","Solano","low","38.2708","-121.82","Jepson Prairie","","Centromadia pungens ssp. pungens","",""
"jgr1476","Centromadia pungens ssp. pungens","Jeff Greenhouse","","1993-03-28","Contra Costa","low","37.8358","-121.638","Byron Airport area","","Centromadia pungens ssp. pungens","",""
"jgr15699","Centromadia pungens ssp. pungens","Jeff Greenhouse","","2003-06-01","Fresno","low","36.779063","-120.804063","Little Panoche Rsv","","Centromadia pungens ssp. pungens","",""
"jgr16982","Centromadia pungens ssp. pungens","Jeff Greenhouse","","1991-05-18","Alameda","low","37.71922","-121.73731","Livermore Valley - Springtown","","Centromadia pungens ssp. pungens","",""
"jgr1978","Centromadia pungens ssp. pungens","Jeff Greenhouse","","2002-04-07","Merced","low","37.3639","-120.6779","Arena Plains","","Centromadia pungens ssp. pungens","",""
"jgr20778","Centromadia pungens ssp. pungens","Jeff Greenhouse","","1998-04-05","Alameda","low","37.4683","-121.9526","San Francisco Bay National Wildlife Refuge, Warm Springs","","Centromadia pungens ssp. pungens","",""
"jgr2289","Centromadia pungens ssp. pungens","Jeff Greenhouse","","2002-05-29","Alameda","low","37.70264","-121.86464","Livermore Valley - Dublin, N side I-580","","Centromadia pungens ssp. pungens","",""
"jgr25649","Centromadia pungens ssp. pungens","Jeff Greenhouse","","2007-09-09","Merced","low","37.3639","-120.6779","Arena Plains","","Centromadia pungens ssp. pungens","",""
"jgr26690","Centromadia pungens ssp. pungens","Jeff Greenhouse","","2008-04-05","Kern","low","35.400517","-119.469562","Buttonwillow","","Centromadia pungens ssp. pungens","",""
"jgr5785","Centromadia pungens ssp. pungens","Jeff Greenhouse","","1997-04-05","Kern","low","35.400517","-119.469562","Buttonwillow","","Centromadia pungens ssp. pungens","",""
"mg100522","Centromadia pungens ssp. pungens","R.A. Chasey","","2019-08-30","Stanislaus","high","37.41164","-121.40618","","","Centromadia pungens ssp. pungens","",""
"mg112513","Centromadia pungens ssp. pungens","R.A. Chasey","","2020-05-15","Alameda","high","37.719837","-121.738674","","2875","Centromadia pungens ssp. pungens","",""
"mg157466","Centromadia pungens ssp. pungens","Cynthia Powell","","2022-03-14","Contra Costa","high","37.838423","-121.623609","","90","Centromadia pungens ssp. pungens","",""
"mg204701","Centromadia pungens ssp. pungens","Ryan O'Dell","","2023-05-17","Fresno","high","35.9092","-120.318066","","146","Centromadia pungens ssp. pungens","",""
"mg204709","Centromadia pungens ssp. pungens","Ryan O'Dell","","2023-05-17","Fresno","high","35.909228","-120.318162","","95","Centromadia pungens ssp. pungens","",""
"mg219440","Centromadia pungens ssp. pungens","Ryan O'Dell","","2023-08-02","Fresno","high","36.423499","-120.582112","","46","Centromadia pungens ssp. pungens","",""
"mg224227","Centromadia pungens ssp. pungens","Ryan O'Dell","","2023-08-28","Monterey","high","36.019757","-120.94906","","295","Centromadia pungens ssp. pungens","",""
"mg243085","Centromadia pungens ssp. pungens","Ryan O'Dell","","2024-05-17","San Benito","high","36.545587","-120.835637","","43","Centromadia pungens ssp. pungens","",""
"mg243087","Centromadia pungens ssp. pungens","Ryan O'Dell","","2024-05-17","San Benito","high","36.545583","-120.835645","","59","Centromadia pungens ssp. pungens","",""
"mg273444","Centromadia pungens ssp. pungens","David popp","","2025-04-29","Butte","high","39.317253","-121.799299","","205","Centromadia pungens ssp. pungens","Flowering","F"
"mu26838","Centromadia pungens ssp. pungens","Steve Matson","","2022-04-10","Merced","high","37.2144","-120.1978","6R72+QV Le Grand, CA, USA","7854","Centromadia pungens ssp. pungens","",""
"mu3207","Centromadia pungens ssp. pungens","Jennifer Mo","","2020-05-14","Santa Clara","high","37.3387","-121.8117","2825 Cunningham Ave, San Jose, CA 95148, USA","7854","Centromadia pungens ssp. pungens","",""
"mu48316","Centromadia pungens ssp. pungens","R.A. Chasey","","2024-09-22","Sonoma","high","38.11871","-122.474852","","","Centromadia pungens ssp. pungens","",""
"mu48321","Centromadia pungens ssp. pungens","R.A. Chasey","","2024-09-22","Sonoma","high","38.129045","-122.46903","","","Centromadia pungens ssp. pungens","",""
"mu54760","Centromadia pungens ssp. pungens","R.A. Chasey","","2025-06-07","Napa","high","38.200651","-122.306429","","","Centromadia pungens ssp. pungens","",""
"mu55635","Centromadia pungens ssp. pungens","R.A. Chasey","","2025-07-12","Napa","high","38.20521","-122.29866","","","Centromadia pungens ssp. pungens","",""
"mu55675","Centromadia pungens ssp. pungens","R.A. Chasey","","2025-07-16","Contra Costa","high","38.040983","-121.96916","","","Centromadia pungens ssp. pungens","",""
"mu55682","Centromadia pungens ssp. pungens","R.A. Chasey","","2025-07-16","Contra Costa","high","38.005064","-121.709182","","","Centromadia pungens ssp. pungens","",""
"mu5615","Centromadia pungens ssp. pungens","Steve Matson","","2019-09-20","Alameda","high","37.7274","-121.7337","2474 Broadmoor St, Livermore, CA 94551, USA","","Centromadia pungens ssp. pungens","",""
"mu56331","Centromadia pungens ssp. pungens","R.A. Chasey","","2025-08-09","Alameda","high","37.557403","-122.078029","","","Centromadia pungens ssp. pungens","",""
"mu57035","Centromadia pungens ssp. pungens","R.A. Chasey","","2025-10-02","Alameda","high","37.62861","-122.150413","","","Centromadia pungens ssp. pungens","",""
"po101707","Centromadia pungens ssp. pungens","Ryan O'Dell","","2018-09-22","Merced","high","37.061208","-121.059007","","","Centromadia pungens ssp. pungens","",""
"po101708","Centromadia pungens ssp. pungens","Ryan O'Dell","","2018-09-22","Merced","high","37.10097","-121.123753","","","Centromadia pungens ssp. pungens","",""
"po101709","Centromadia pungens ssp. pungens","Ryan O'Dell","","2018-09-22","Merced","high","37.100748","-121.123851","","","Centromadia pungens ssp. pungens","",""
"po101710","Centromadia pungens ssp. pungens","Ryan O'Dell","","2018-09-22","Merced","high","37.100726","-121.123578","","","Centromadia pungens ssp. pungens","",""
"po103426","Centromadia pungens ssp. pungens","Ryan O'Dell","","2018-09-28","Monterey","high","35.896975","-120.432444","","","Centromadia pungens ssp. pungens","",""
"po103427","Centromadia pungens ssp. pungens","Ryan O'Dell","","2018-09-28","Monterey","high","35.896309","-120.431942","","","Centromadia pungens ssp. pungens","",""
"po103428","Centromadia pungens ssp. pungens","Ryan O'Dell","","2018-09-28","Monterey","high","35.896056","-120.432852","","","Centromadia pungens ssp. pungens","",""
"po103429","Centromadia pungens ssp. pungens","Ryan O'Dell","","2018-09-28","Monterey","high","35.895573","-120.432362","","","Centromadia pungens ssp. pungens","",""
"po103430","Centromadia pungens ssp. pungens","Ryan O'Dell","","2018-09-28","Monterey","high","35.895356","-120.433092","","","Centromadia pungens ssp. pungens","",""
"po103431","Centromadia pungens ssp. pungens","Ryan O'Dell","","2018-09-28","Monterey","high","35.894873","-120.434013","","","Centromadia pungens ssp. pungens","",""
"po103432","Centromadia pungens ssp. pungens","Ryan O'Dell","","2018-09-28","Monterey","high","35.89461","-120.433083","","","Centromadia pungens ssp. pungens","",""
"po103433","Centromadia pungens ssp. pungens","Ryan O'Dell","","2018-09-28","Monterey","high","35.894905","-120.432145","","","Centromadia pungens ssp. pungens","",""
"po103434","Centromadia pungens ssp. pungens","Ryan O'Dell","","2018-09-28","Monterey","high","35.895631","-120.431869","","","Centromadia pungens ssp. pungens","",""
"po103435","Centromadia pungens ssp. pungens","Ryan O'Dell","","2018-09-28","Monterey","high","35.894425","-120.431729","","","Centromadia pungens ssp. pungens","",""
"po103436","Centromadia pungens ssp. pungens","Ryan O'Dell","","2018-09-28","Monterey","high","35.894098","-120.433227","","","Centromadia pungens ssp. pungens","",""
"po103437","Centromadia pungens ssp. pungens","Ryan O'Dell","","2018-09-28","Monterey","high","35.893259","-120.433347","","","Centromadia pungens ssp. pungens","",""
"po103438","Centromadia pungens ssp. pungens","Ryan O'Dell","","2018-09-28","Monterey","high","35.893728","-120.432382","","","Centromadia pungens ssp. pungens","",""
"po103439","Centromadia pungens ssp. pungens","Ryan O'Dell","","2018-09-28","Monterey","high","35.894169","-120.431779","","","Centromadia pungens ssp. pungens","",""
"po103440","Centromadia pungens ssp. pungens","Ryan O'Dell","","2018-09-28","Monterey","high","35.892827","-120.431831","","","Centromadia pungens ssp. pungens","",""
"po103441","Centromadia pungens ssp. pungens","Ryan O'Dell","","2018-09-28","Monterey","high","35.891869","-120.427548","","","Centromadia pungens ssp. pungens","",""
"po103442","Centromadia pungens ssp. pungens","Ryan O'Dell","","2018-09-28","Monterey","high","35.891692","-120.428658","","","Centromadia pungens ssp. pungens","",""
"po103443","Centromadia pungens ssp. pungens","Ryan O'Dell","","2018-09-28","Monterey","high","35.891085","-120.428622","","","Centromadia pungens ssp. pungens","",""
"po103584","Centromadia pungens ssp. pungens","Ryan O'Dell","","2018-10-01","San Benito","high","36.617647","-121.216234","","","Centromadia pungens ssp. pungens","",""
"po103585","Centromadia pungens ssp. pungens","Ryan O'Dell","","2018-10-01","San Benito","high","36.620336","-121.218599","","","Centromadia pungens ssp. pungens","",""
"po104191","Centromadia pungens ssp. pungens","Ryan O'Dell","","2018-10-12","Fresno","high","36.784513","-120.78786","","","Centromadia pungens ssp. pungens","",""
"po104192","Centromadia pungens ssp. pungens","Ryan O'Dell","","2018-10-12","Fresno","high","36.784578","-120.785563","","","Centromadia pungens ssp. pungens","",""
"po104193","Centromadia pungens ssp. pungens","Ryan O'Dell","","2018-10-12","Fresno","high","36.745118","-120.868526","","","Centromadia pungens ssp. pungens","",""
"po104194","Centromadia pungens ssp. pungens","Ryan O'Dell","","2018-10-12","Fresno","high","36.752194","-120.858953","","","Centromadia pungens ssp. pungens","",""
"po118617","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-01-31","Contra Costa","high","37.830249","-121.605927","","","Centromadia pungens ssp. pungens","",""
"po118618","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-01-31","Contra Costa","high","37.830751","-121.606419","","","Centromadia pungens ssp. pungens","",""
"po118619","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-01-31","Contra Costa","high","37.831383","-121.606873","","","Centromadia pungens ssp. pungens","",""
"po118620","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-01-31","Contra Costa","high","37.831248","-121.605456","","","Centromadia pungens ssp. pungens","",""
"po137221","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-06-30","San Benito","high","36.887802","-121.316598","","","Centromadia pungens ssp. pungens","",""
"po137222","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-06-30","Santa Clara","high","36.953852","-121.524632","","","Centromadia pungens ssp. pungens","",""
"po137223","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-06-30","Santa Clara","high","36.953273","-121.524067","","","Centromadia pungens ssp. pungens","",""
"po137224","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-06-30","San Benito","high","36.980577","-121.455575","","","Centromadia pungens ssp. pungens","",""
"po137225","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-06-30","San Benito","high","36.985697","-121.456674","","","Centromadia pungens ssp. pungens","",""
"po139613","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","San Benito","high","36.908282","-121.41689","","","Centromadia pungens ssp. pungens","",""
"po139614","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","San Benito","high","36.907939","-121.416789","","","Centromadia pungens ssp. pungens","",""
"po139615","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","San Benito","high","36.907964","-121.417253","","","Centromadia pungens ssp. pungens","",""
"po139617","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","San Benito","high","36.90774","-121.417009","","","Centromadia pungens ssp. pungens","",""
"po139618","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","San Benito","high","36.907676","-121.418617","","","Centromadia pungens ssp. pungens","",""
"po139619","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","San Benito","high","36.907501","-121.419619","","","Centromadia pungens ssp. pungens","",""
"po139620","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","San Benito","high","36.907325","-121.420332","","","Centromadia pungens ssp. pungens","",""
"po139621","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","San Benito","high","36.907007","-121.421254","","","Centromadia pungens ssp. pungens","",""
"po139622","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","San Benito","high","36.906542","-121.422248","","","Centromadia pungens ssp. pungens","",""
"po139623","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","San Benito","high","36.905849","-121.423294","","","Centromadia pungens ssp. pungens","",""
"po139624","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","San Benito","high","36.907536","-121.420517","","","Centromadia pungens ssp. pungens","",""
"po139625","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","San Benito","high","36.907537","-121.421266","","","Centromadia pungens ssp. pungens","",""
"po139626","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","San Benito","high","36.907182","-121.4216","","","Centromadia pungens ssp. pungens","",""
"po139627","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","San Benito","high","36.907241","-121.422166","","","Centromadia pungens ssp. pungens","",""
"po139628","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","San Benito","high","36.906902","-121.422295","","","Centromadia pungens ssp. pungens","",""
"po139629","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","San Benito","high","36.90696","-121.423034","","","Centromadia pungens ssp. pungens","",""
"po139630","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","San Benito","high","36.906846","-121.423639","","","Centromadia pungens ssp. pungens","",""
"po139631","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","San Benito","high","36.906635","-121.423162","","","Centromadia pungens ssp. pungens","",""
"po139632","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","San Benito","high","36.906517","-121.422837","","","Centromadia pungens ssp. pungens","",""
"po139633","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","San Benito","high","36.906379","-121.423423","","","Centromadia pungens ssp. pungens","",""
"po139634","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","San Benito","high","36.905971","-121.423512","","","Centromadia pungens ssp. pungens","",""
"po139635","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","San Benito","high","36.88458","-121.418417","","","Centromadia pungens ssp. pungens","",""
"po139636","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","San Benito","high","36.884524","-121.419166","","","Centromadia pungens ssp. pungens","",""
"po139637","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","San Benito","high","36.884823","-121.418948","","","Centromadia pungens ssp. pungens","",""
"po139638","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","San Benito","high","36.88475","-121.419394","","","Centromadia pungens ssp. pungens","",""
"po139639","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","San Benito","high","36.8852","-121.41934","","","Centromadia pungens ssp. pungens","",""
"po139640","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","San Benito","high","36.885275","-121.419016","","","Centromadia pungens ssp. pungens","",""
"po139641","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","San Benito","high","36.885468","-121.419357","","","Centromadia pungens ssp. pungens","",""
"po139642","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","San Benito","high","36.88582","-121.419575","","","Centromadia pungens ssp. pungens","",""
"po139643","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","San Benito","high","36.918896","-121.448876","","","Centromadia pungens ssp. pungens","",""
"po139644","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","San Benito","high","36.920114","-121.445731","","","Centromadia pungens ssp. pungens","",""
"po139645","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","San Benito","high","36.920842","-121.443098","","","Centromadia pungens ssp. pungens","",""
"po139646","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","San Benito","high","36.927038","-121.431712","","","Centromadia pungens ssp. pungens","",""
"po139647","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","San Benito","high","36.928627","-121.432462","","","Centromadia pungens ssp. pungens","",""
"po139648","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","San Benito","high","36.927361","-121.434614","","","Centromadia pungens ssp. pungens","",""
"po139649","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","San Benito","high","36.928718","-121.434828","","","Centromadia pungens ssp. pungens","",""
"po139650","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","Santa Clara","high","36.951328","-121.522953","","","Centromadia pungens ssp. pungens","",""
"po139652","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","Santa Clara","high","36.951664","-121.52314","","","Centromadia pungens ssp. pungens","",""
"po139653","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","Santa Clara","high","36.952016","-121.523321","","","Centromadia pungens ssp. pungens","",""
"po139654","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","Santa Clara","high","36.952988","-121.523846","","","Centromadia pungens ssp. pungens","",""
"po139655","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","Santa Clara","high","36.953389","-121.5242","","","Centromadia pungens ssp. pungens","",""
"po139656","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","Santa Clara","high","36.953709","-121.524459","","","Centromadia pungens ssp. pungens","",""
"po139657","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","Santa Clara","high","36.95404","-121.524788","","","Centromadia pungens ssp. pungens","",""
"po139658","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","Santa Clara","high","36.960055","-121.525874","","","Centromadia pungens ssp. pungens","",""
"po139659","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","Santa Clara","high","36.960696","-121.526464","","","Centromadia pungens ssp. pungens","",""
"po139660","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-07-30","Santa Clara","high","36.962477","-121.528041","","","Centromadia pungens ssp. pungens","",""
"po142832","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-09-04","San Luis Obispo","high","35.361205","-120.21529","","","Centromadia pungens ssp. pungens","",""
"po142833","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-09-04","San Luis Obispo","high","35.361507","-120.214836","","","Centromadia pungens ssp. pungens","",""
"po142834","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-09-04","San Luis Obispo","high","35.361971","-120.214275","","","Centromadia pungens ssp. pungens","",""
"po142835","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-09-04","San Luis Obispo","high","35.360708","-120.216248","","","Centromadia pungens ssp. pungens","",""
"po142836","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-09-04","San Luis Obispo","high","35.360384","-120.216785","","","Centromadia pungens ssp. pungens","",""
"po146387","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-11-07","San Benito","high","36.93183","-121.476371","","","Centromadia pungens ssp. pungens","",""
"po146388","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-11-07","San Benito","high","36.932866","-121.478726","","","Centromadia pungens ssp. pungens","",""
"po146389","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-11-07","San Benito","high","36.934065","-121.481287","","","Centromadia pungens ssp. pungens","",""
"po146390","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-11-07","San Benito","high","36.935593","-121.484606","","","Centromadia pungens ssp. pungens","",""
"po146391","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-11-07","San Benito","high","36.937089","-121.487722","","","Centromadia pungens ssp. pungens","",""
"po146392","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-11-07","San Benito","high","36.938856","-121.491418","","","Centromadia pungens ssp. pungens","",""
"po146393","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-11-07","San Benito","high","36.940516","-121.49492","","","Centromadia pungens ssp. pungens","",""
"po146394","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-11-07","San Benito","high","36.942112","-121.498323","","","Centromadia pungens ssp. pungens","",""
"po146395","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-11-07","San Benito","high","36.943467","-121.501261","","","Centromadia pungens ssp. pungens","",""
"po146396","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-11-07","Santa Clara","high","36.948701","-121.514119","","","Centromadia pungens ssp. pungens","",""
"po146397","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-11-07","Santa Clara","high","36.949426","-121.517135","","","Centromadia pungens ssp. pungens","",""
"po146398","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-11-07","Santa Clara","high","36.949591","-121.518034","","","Centromadia pungens ssp. pungens","",""
"po146399","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-11-07","Santa Clara","high","36.949788","-121.518965","","","Centromadia pungens ssp. pungens","",""
"po146400","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-11-07","Santa Clara","high","36.950094","-121.520189","","","Centromadia pungens ssp. pungens","",""
"po146401","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-11-07","Santa Clara","high","36.95023","-121.520827","","","Centromadia pungens ssp. pungens","",""
"po146402","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-11-07","Santa Clara","high","36.950326","-121.521255","","","Centromadia pungens ssp. pungens","",""
"po146403","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-11-07","Santa Clara","high","36.950446","-121.521918","","","Centromadia pungens ssp. pungens","",""
"po146404","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-11-07","Santa Clara","high","36.950741","-121.522707","","","Centromadia pungens ssp. pungens","",""
"po146405","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-11-07","San Benito","high","36.947311","-121.450167","","","Centromadia pungens ssp. pungens","",""
"po146406","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-11-07","San Benito","high","36.948259","-121.45108","","","Centromadia pungens ssp. pungens","",""
"po146407","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-11-07","San Benito","high","36.949065","-121.452232","","","Centromadia pungens ssp. pungens","",""
"po146408","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-11-07","San Benito","high","36.950113","-121.451712","","","Centromadia pungens ssp. pungens","",""
"po146409","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-11-07","San Benito","high","36.94943","-121.453423","","","Centromadia pungens ssp. pungens","",""
"po146410","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-11-07","San Benito","high","36.948011","-121.452278","","","Centromadia pungens ssp. pungens","",""
"po146411","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-11-07","San Benito","high","36.94685","-121.450644","","","Centromadia pungens ssp. pungens","",""
"po146412","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-11-07","San Benito","high","36.945629","-121.450998","","","Centromadia pungens ssp. pungens","",""
"po146413","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-11-07","San Benito","high","36.945129","-121.449426","","","Centromadia pungens ssp. pungens","",""
"po146414","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-11-07","San Benito","high","36.918887","-121.448811","","","Centromadia pungens ssp. pungens","",""
"po146415","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-11-07","San Benito","high","36.917843","-121.446925","","","Centromadia pungens ssp. pungens","",""
"po146416","Centromadia pungens ssp. pungens","Ryan O'Dell","","2019-11-07","San Benito","high","36.919794","-121.4464","","","Centromadia pungens ssp. pungens","",""
